ID,pred
20000,0.4373414317046785
20001,0.7518534573218892
20002,0.19879353403474356
20003,0.3437028752081182
20004,0.0838594189019823
20005,0.22090349810523896
20006,0.5044000858791398
20007,0.6878831358313733
20008,0.7979915134053848
20009,0.34785981267353183
20010,0.45542182074631166
20011,0.020990269586527485
20012,0.6629364476670346
20013,0.7277205969094405
20014,0.6676924054876182
20015,0.6556791456080431
20016,0.16125362624476702
20017,0.27772938653701407
20018,0.17691432300533655
20019,0.4697086339966034
20020,0.37152967063164244
20021,0.9068909589067885
20022,0.6557702457166529
20023,0.5581789920413212
20024,0.7600088752955435
20025,0.006226423944996338
20026,0.5999441857300772
20027,0.8375044455944306
20028,0.021344377754044342
20029,0.40813935079847996
20030,0.415913969995098
20031,0.7758646312119851
20032,0.7105078280951208
20033,0.33600929911775
20034,0.23896795525561132
20035,0.8431613190550392
20036,0.5058862950844045
20037,0.342571581910521
20038,0.8856475574357842
20039,0.9258273597804989
20040,0.3751904427257273
20041,0.9455933844122063
20042,0.1444041809975964
20043,0.21105493973525172
20044,0.1826532847644896
20045,0.1823375422741129
20046,0.7323237536798867
20047,0.48823746364570264
20048,0.274074648225565
20049,0.7373838362872552
20050,0.9165613923664402
20051,0.8020434771089082
20052,0.06797201019492562
20053,0.5622616876017063
20054,0.2859358650945312
20055,0.08812785644340196
20056,0.018230398815334656
20057,0.5491885749293939
20058,0.838877027020363
20059,0.11329319215333687
20060,0.7742165071499695
20061,0.3410543481000784
20062,0.01304229966058588
20063,0.8330174996423783
20064,0.4929748731550246
20065,0.9299726424313002
20066,0.5322216488705365
20067,0.028389284179563188
20068,0.7061526398809477
20069,0.4987054736056749
20070,0.30930369607245584
20071,0.36986111848878295
20072,0.3713135754115891
20073,0.48672306473055515
20074,0.19138990042562262
20075,0.7541079762964965
20076,0.020057620037907235
20077,0.8306205383698704
20078,0.5644868038932368
20079,0.9207458885180594
20080,0.3609370947672146
20081,0.018084026802672223
20082,0.3645142775946752
20083,0.6230808225948498
20084,0.6089004288031629
20085,0.28354591924613576
20086,0.8449658653661826
20087,0.44983390262426254
20088,0.3227526561742786
20089,0.5124454694230985
20090,0.693154093065354
20091,0.6057091220218609
20092,0.6066534491472
20093,0.346373396877762
20094,0.38616998954767356
20095,0.5678556404590316
20096,0.6380130307654335
20097,0.038244028635657686
20098,0.026552187664495863
20099,0.41846965716322626
20100,0.40107075280311216
20101,0.1147362874461223
20102,0.5882986369306388
20103,0.5075299627685743
20104,0.5495277865111287
20105,0.03985292973393774
20106,0.3947955717576496
20107,0.505151507067322
20108,0.18357091351668653
20109,0.39222359918613986
20110,0.8983057370819466
20111,0.8834415313072387
20112,0.932941030315497
20113,0.42483021758662787
20114,0.5888140606878226
20115,0.22243013137527978
20116,0.20429553095540315
20117,0.8641740380729581
20118,0.3576879525780043
20119,0.3533864242849102
20120,0.5971249184912973
20121,0.26477534887823545
20122,0.0074670192753202
20123,0.14557691670259806
20124,0.2394537169928546
20125,0.12909685626015094
20126,0.7226809133356192
20127,0.8865197527627979
20128,0.8901850091383119
20129,0.3147159989540357
20130,0.2137576178620967
20131,0.35768167277769286
20132,0.9406246908313933
20133,0.2745566414552338
20134,0.3830745464762931
20135,0.9216122282317474
20136,0.10616241114280738
20137,0.31876232358857787
